,datetime,province,temp,wind_dir,wind_speed
424,2020-08-23 01:00:00,Chiangmai,22.9,90,3
425,2020-08-23 04:00:00,Chiangmai,25.4,190,1
426,2020-08-23 07:00:00,Chiangmai,27.3,205,6
427,2020-08-23 10:00:00,Chiangmai,27.1,215,3
428,2020-08-23 13:00:00,Chiangmai,24.0,195,6
429,2020-08-23 16:00:00,Chiangmai,22.8,195,3
430,2020-08-23 19:00:00,Chiangmai,22.2,205,3
431,2020-08-23 22:00:00,Chiangmai,21.9,170,2
432,2020-08-24 01:00:00,Chiangmai,22.0,190,4
433,2020-08-24 04:00:00,Chiangmai,23.9,155,4
434,2020-08-24 07:00:00,Chiangmai,25.0,210,5
435,2020-08-24 10:00:00,Chiangmai,25.3,180,6
436,2020-08-24 13:00:00,Chiangmai,23.0,215,4
437,2020-08-24 16:00:00,Chiangmai,22.5,170,2
438,2020-08-24 19:00:00,Chiangmai,22.1,220,1
439,2020-08-24 22:00:00,Chiangmai,21.7,220,2
440,2020-08-25 01:00:00,Chiangmai,21.9,230,3
441,2020-08-25 04:00:00,Chiangmai,25.7,185,2
442,2020-08-25 07:00:00,Chiangmai,26.7,235,2
443,2020-08-25 10:00:00,Chiangmai,24.6,340,3
444,2020-08-25 13:00:00,Chiangmai,22.7,245,2
445,2020-08-25 16:00:00,Chiangmai,22.4,290,1
446,2020-08-25 19:00:00,Chiangmai,21.9,310,0
447,2020-08-25 22:00:00,Chiangmai,21.8,345,1
448,2020-08-26 01:00:00,Chiangmai,21.9,300,1
449,2020-08-26 04:00:00,Chiangmai,24.3,250,1
450,2020-08-26 07:00:00,Chiangmai,30.0,285,4
451,2020-08-26 10:00:00,Chiangmai,27.9,210,3
452,2020-08-26 13:00:00,Chiangmai,23.6,250,6
453,2020-08-26 16:00:00,Chiangmai,22.7,245,4
454,2020-08-26 19:00:00,Chiangmai,22.2,285,3
455,2020-08-26 22:00:00,Chiangmai,21.6,275,2
456,2020-08-27 01:00:00,Chiangmai,22.8,25,2
457,2020-08-27 04:00:00,Chiangmai,28.1,285,4
458,2020-08-27 07:00:00,Chiangmai,30.5,225,5
459,2020-08-27 10:00:00,Chiangmai,31.0,245,8
460,2020-08-27 13:00:00,Chiangmai,24.7,245,4
461,2020-08-27 16:00:00,Chiangmai,23.0,225,3
